Created_at,Tweet id,Text
 _json={'created_at': 'Mon Mar 09 14:59:07 +0000 2020', 'id': 1237030157334065152, 'text': 'i may be happy most of the time but at the end of every single day
 _json={'created_at': 'Mon Mar 09 14:59:06 +0000 2020', 'id': 1237030156868489218, 'text': 'Gotta un-Stan DaBaby. Issa sad day'
 _json={'created_at': 'Mon Mar 09 14:59:06 +0000 2020', 'id': 1237030155647926275, 'text': 'RT @JordanRowes: Women being sad about their stomach then 5mins later.'
 _json={'created_at': 'Mon Mar 09 14:59:06 +0000 2020', 'id': 1237030155488559110, 'text': '@SamuelStocker4 @JackPosobiec @DineshDSouza It’s really sad. These ppl have gone far to destroy this nation
 _json={'created_at': 'Mon Mar 09 14:59:06 +0000 2020', 'id': 1237030154746105861, 'text': 'RT @ernie_plumley: 2)...the driver in the other vehicle
 _json={'created_at': 'Mon Mar 09 14:59:06 +0000 2020', 'id': 1237030154360193024," 'text': ""RT @jason_howerton: It actually makes me sad when people root for the country to fail because they don't like the guy in the White House. I…"""
 _json={'created_at': 'Mon Mar 09 14:59:06 +0000 2020', 'id': 1237030154041462784, 'text': '@Jhaysn1 I am almost done editing. \n\nI am sad as well. \nI am sorry.'
 _json={'created_at': 'Mon Mar 09 14:59:06 +0000 2020', 'id': 1237030153152344064, 'text': 'RT @Tivoli_Venue: So next weekend was looking extremely sad with HRH postponing and The Tivoli Venue going from 3 gigs to 0 due to the CVir…'
 _json={'created_at': 'Mon Mar 09 14:59:05 +0000 2020', 'id': 1237030152804188160, 'text': '@APT78 It was very hard to digest. He is on Kanye time with his ability to get his point across. Sad.'
 _json={'created_at': 'Mon Mar 09 15:01:40 +0000 2020', 'id': 1237030801113579520, 'text': 'RT @beautybytamib: all that for her makeup to still look like shit
 _json={'created_at': 'Mon Mar 09 15:01:40 +0000 2020', 'id': 1237030800794804224, 'text': 'RT @finallyabdi: So sad 💔💔💔💔 https://t.co/KWDfCV4HEe'
 _json={'created_at': 'Mon Mar 09 15:01:40 +0000 2020', 'id': 1237030800601874434, 'text': 'RT @beautybytamib: all that for her makeup to still look like shit
 _json={'created_at': 'Mon Mar 09 15:01:40 +0000 2020', 'id': 1237030800287285248, 'text': 'RT @johnnaaaaa: Whole time I was sad over losing a friendship like mfs should be sad over losing MY friendship. My intentions was always pu…'
 _json={'created_at': 'Mon Mar 09 15:01:40 +0000 2020', 'id': 1237030799603462145, 'text': 'RT @SonexStella: [TRANS] Hello. This is SM Entertainment.\n\nOn the 9th
 _json={'created_at': 'Mon Mar 09 15:01:39 +0000 2020', 'id': 1237030798051749889, 'text': 'RT @douglas1bikes: @realDonaldTrump The Trump/Pence Administration is the most dumb/sad/untruthful/childish/immature/self serving/foolish/d…'
 _json={'created_at': 'Mon Mar 09 15:01:39 +0000 2020', 'id': 1237030797141368833, 'text': 'RT @imaqishh: i hate being sad but I can’t help myself'
 _json={'created_at': 'Mon Mar 09 15:01:39 +0000 2020', 'id': 1237030797103763458, 'text': 'RT @real_defender: @realDonaldTrump The fake news media is attempting to put people in a state of panic just so they can hurt the economy a…'
 _json={'created_at': 'Mon Mar 09 15:01:39 +0000 2020', 'id': 1237030796373954561, 'text': 'RT @real_defender: @realDonaldTrump The fake news media is attempting to put people in a state of panic just so they can hurt the economy a…'
 _json={'created_at': 'Mon Mar 09 15:00:50 +0000 2020', 'id': 1237030590127300609, 'text': 'Trading resumes after stocks plunge\n\nTrump is \n#maga so well #sad #TrumpVirus\n#Biden2020\nhttps://t.co/rLu4NIJUrW'
 _json={'created_at': 'Mon Mar 09 15:00:23 +0000 2020', 'id': 1237030479192182784, 'text': 'RT @emel0371: And like that in the afternoon 😢😔😱\n\n#sad \n#mood \n#cutes\n#neleroluyor https://t.co/Jneq79znJq'
 _json={'created_at': 'Mon Mar 09 15:00:21 +0000 2020', 'id': 1237030467414700032, 'text': 'RT @coccojanelle: @TaraLSamples The socialist scare tactics never made any sense to begin with. They just push this narrative to keep peopl…'
 _json={'created_at': 'Mon Mar 09 14:59:28 +0000 2020', 'id': 1237030247213813766, 'text': '#Amarinder taking shelter behind technicalities
 _json={'created_at': 'Mon Mar 09 14:58:37 +0000 2020', 'id': 1237030033941835777, 'text': 'Most depressing excuses I’ve heard (so far) against preemptively closing schools for #coronavirus:\n\n1. Too many hom… https://t.co/bZHe7UdiS1'
 _json={'created_at': 'Mon Mar 09 14:57:10 +0000 2020', 'id': 1237029668068282376, 'text': '@ChrisMurphyCT It is WRONG that you don’t care that the prez golfs SO MUCH.  The cost of what this presents is bonk… https://t.co/5ZRMCFk7ia'
 _json={'created_at': 'Mon Mar 09 14:55:36 +0000 2020', 'id': 1237029273120182272, 'text': 'RT @coccojanelle: @TaraLSamples The socialist scare tactics never made any sense to begin with. They just push this narrative to keep peopl…'
 _json={'created_at': 'Mon Mar 09 14:54:22 +0000 2020', 'id': 1237028963148595207, 'text': '‘He’s completely lost it’: Trump’s ‘Twitter rampage’ sparks alarm as coronavirus tanks the economy -… https://t.co/txR8mUVXtA'
 _json={'created_at': 'Mon Mar 09 14:54:04 +0000 2020', 'id': 1237028887093301248," 'text': ""I will never recover from health insurance prices. \nThey are NOT affordable as promised. \nI don't think the candida… https://t.co/3dA1MmQOgW"""
 _json={'created_at': 'Mon Mar 09 15:01:52 +0000 2020', 'id': 1237030852967751681, 'text': 'RT @gbrew24: This move is a response to years of frustration: as OPEC/Russia have cut
 _json={'created_at': 'Mon Mar 09 15:01:50 +0000 2020', 'id': 1237030842217762817," 'text': ""RT @abdbozkurt: #Russia TV runs footage showing how #Putin made #Turkey's President #Erdogan wait in frustration in Kremlin before greeting…"""
 _json={'created_at': 'Mon Mar 09 15:01:35 +0000 2020', 'id': 1237030781933019142, 'text': 'RT @VirgOGoddess915: Heal - so you don’t ever have to give a sarcastic tone to uplifting messages. Heal - so you never have to make anyone…'
 _json={'created_at': 'Mon Mar 09 15:01:31 +0000 2020', 'id': 1237030761946963968," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:01:30 +0000 2020', 'id': 1237030758742622208," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:01:23 +0000 2020', 'id': 1237030729252589568, 'text': 'RT @gbrew24: This move is a response to years of frustration: as OPEC/Russia have cut
 _json={'created_at': 'Mon Mar 09 15:01:19 +0000 2020', 'id': 1237030710906667008, 'text': '@PARISDENNARD @donnabrazile @GOPChairwoman @realDonaldTrump Watching this with no sound is awesome. The anger and f… https://t.co/theBTz9jlL'
 _json={'created_at': 'Mon Mar 09 15:01:18 +0000 2020', 'id': 1237030710273126406, 'text': 'RT @kiwimemer: There r ppl who try to befriend artists and become frustrated when they dont get free art but true frustration is being frie…'
 _json={'created_at': 'Mon Mar 09 15:02:41 +0000 2020', 'id': 1237031056571760641, 'text': 'RT @kiwimemer: There r ppl who try to befriend artists and become frustrated when they dont get free art but true frustration is being frie…'
 _json={'created_at': 'Mon Mar 09 15:02:40 +0000 2020', 'id': 1237031050733387776," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:02:36 +0000 2020', 'id': 1237031035910721538," 'text': ""RT @ARMANIIII6: the age 15 "
 _json={'created_at': 'Mon Mar 09 15:02:36 +0000 2020', 'id': 1237031035373846528," 'text': ""RT @Collinsterol: I DECLARE that I've joy always"
 _json={'created_at': 'Mon Mar 09 15:02:34 +0000 2020', 'id': 1237031025726767106," 'text': ""Frustration inside White House over mixed coronavirus messaging@ NBC News xxx That's what happens when you LIE as t… https://t.co/I9byLazvjk"""
 _json={'created_at': 'Mon Mar 09 15:02:33 +0000 2020', 'id': 1237031025118568448," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:02:32 +0000 2020', 'id': 1237031019384987654, 'text': 'RT @TheKhbri_: I am loving it how #Asim is trending on YouTube as well as on Twitter!\n\nAnd just look at Chuklians insecurity &amp; frustration…'
 _json={'created_at': 'Mon Mar 09 15:02:27 +0000 2020', 'id': 1237030997738156032, 'text': 'RT @MehekF: Just lashed out all my frustration on a sales guy from a bank
 _json={'created_at': 'Mon Mar 09 15:02:27 +0000 2020', 'id': 1237030996836528129," 'text': ""Happy #MotivationMonday! If you're a business owner"
 _json={'created_at': 'Mon Mar 09 15:02:27 +0000 2020', 'id': 1237030996215599104," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:02:26 +0000 2020', 'id': 1237030994701680641, 'text': 'RT @MSNBC: White House officials acknowledge President Trump is not on the same wavelength as his team regarding coronavirus messaging
 _json={'created_at': 'Mon Mar 09 15:02:26 +0000 2020', 'id': 1237030992012906496," 'text': 'RT @MSNBC: ""I\'m battling the mixed messages from the federal government"
 _json={'created_at': 'Mon Mar 09 15:02:18 +0000 2020', 'id': 1237030959049871360, 'text': 'RT @TheKhbri_: Chukla is in industry for 10 years! \n\nStill Asim crossed his Insta follower\nStill Asim got big projects\nStill #Asim is nomin…'
 _json={'created_at': 'Mon Mar 09 15:02:17 +0000 2020', 'id': 1237030955119853568, 'text': 'Bernie trying to burn the house down in anger &amp; frustration. https://t.co/kr9xASMUNh'
 _json={'created_at': 'Mon Mar 09 15:02:10 +0000 2020', 'id': 1237030926493855744," 'text': ""sorry 😭😭 it's bc of uni and the frustration of what's happening in france 😭😭\nbut i'm glad i cna bring you the haiky… https://t.co/6N5YiasPsK"""
 _json={'created_at': 'Mon Mar 09 15:01:59 +0000 2020', 'id': 1237030881841143808," 'text': 'RT @MSNBC: ""I\'m battling the mixed messages from the federal government"
 _json={'created_at': 'Mon Mar 09 15:01:52 +0000 2020', 'id': 1237030852967751681, 'text': 'RT @gbrew24: This move is a response to years of frustration: as OPEC/Russia have cut
 _json={'created_at': 'Mon Mar 09 15:01:50 +0000 2020', 'id': 1237030842217762817," 'text': ""RT @abdbozkurt: #Russia TV runs footage showing how #Putin made #Turkey's President #Erdogan wait in frustration in Kremlin before greeting…"""
 _json={'created_at': 'Mon Mar 09 15:01:35 +0000 2020', 'id': 1237030781933019142, 'text': 'RT @VirgOGoddess915: Heal - so you don’t ever have to give a sarcastic tone to uplifting messages. Heal - so you never have to make anyone…'
 _json={'created_at': 'Mon Mar 09 15:01:31 +0000 2020', 'id': 1237030761946963968," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:01:30 +0000 2020', 'id': 1237030758742622208," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:01:23 +0000 2020', 'id': 1237030729252589568, 'text': 'RT @gbrew24: This move is a response to years of frustration: as OPEC/Russia have cut
 _json={'created_at': 'Mon Mar 09 15:01:19 +0000 2020', 'id': 1237030710906667008, 'text': '@PARISDENNARD @donnabrazile @GOPChairwoman @realDonaldTrump Watching this with no sound is awesome. The anger and f… https://t.co/theBTz9jlL'
 _json={'created_at': 'Mon Mar 09 15:01:18 +0000 2020', 'id': 1237030710273126406, 'text': 'RT @kiwimemer: There r ppl who try to befriend artists and become frustrated when they dont get free art but true frustration is being frie…'
 _json={'created_at': 'Mon Mar 09 15:01:15 +0000 2020', 'id': 1237030697266810880, 'text': 'Cw: sadpost(?)\n\nI feel so utterly empty
 _json={'created_at': 'Mon Mar 09 15:01:12 +0000 2020', 'id': 1237030685367566337, 'text': 'RT @truthtemptress: https://t.co/CxwseFjMuo\nAOC in 2017 “I’d like to say about President Trump..what made his communication so effective is…'
 _json={'created_at': 'Mon Mar 09 15:01:08 +0000 2020', 'id': 1237030665037606912, 'text': 'RT @Sobczaksusan: @Julietknows1 @donnabrazile @obama Brazile’s anger is a symptom of her - &amp; other’s - frustration at Trump’s successes &amp; h…'
 _json={'created_at': 'Mon Mar 09 15:01:05 +0000 2020', 'id': 1237030653121540097," 'text': ""RT @abdbozkurt: #Russia TV runs footage showing how #Putin made #Turkey's President #Erdogan wait in frustration in Kremlin before greeting…"""
 _json={'created_at': 'Mon Mar 09 15:00:52 +0000 2020', 'id': 1237030600634220545," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:00:49 +0000 2020', 'id': 1237030585379454976, 'text': 'RT @jayrosen_nyu: Not sure what it will take for journalists to realize that there is no White House in the sense that they have always use…'
 _json={'created_at': 'Mon Mar 09 15:00:48 +0000 2020', 'id': 1237030584691470337," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:00:48 +0000 2020', 'id': 1237030582871261184, 'text': '@KelodyMelody Haha
 _json={'created_at': 'Mon Mar 09 15:00:43 +0000 2020', 'id': 1237030563585888258," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:00:41 +0000 2020', 'id': 1237030555331502080, 'text': 'One of the quickest ways to frustration is to have an opinion about everything. \n\nThe amount of fucks you can give… https://t.co/ZiGN0GFKzU'
 _json={'created_at': 'Mon Mar 09 15:00:38 +0000 2020', 'id': 1237030542757019648, 'text': '@RichHud89 We never meant to cause any frustration. Please DM us with more details so that we can further assist. Y… https://t.co/Gy1xIt0VQq'
 _json={'created_at': 'Mon Mar 09 15:00:35 +0000 2020', 'id': 1237030528173424640, 'text': 'https://t.co/GbBHFNT4OS Today’s daily moment is brought to you by frustration
 _json={'created_at': 'Mon Mar 09 15:00:32 +0000 2020', 'id': 1237030515040870401, 'text': 'RT @artist_lo: A White House that refuses to acknowledge the complexities of controlling corona virus is not taking the health of Americans…'
 _json={'created_at': 'Mon Mar 09 15:00:31 +0000 2020', 'id': 1237030511454945280, 'text': 'The man on the other side however
 _json={'created_at': 'Mon Mar 09 15:00:29 +0000 2020', 'id': 1237030502139400198," 'text': 'RT @MSNBC: ""I\'m battling the mixed messages from the federal government"
 _json={'created_at': 'Mon Mar 09 15:00:23 +0000 2020', 'id': 1237030478529642497, 'text': '@jonathonblydorp @OntarioSoilCrop I agree that no till planting is not the same as strip till but those are the pro… https://t.co/cCwEkShv7l'
 _json={'created_at': 'Mon Mar 09 15:00:12 +0000 2020', 'id': 1237030432497176578," 'text': ""RT @AFHenley: Coming March 21st"
 _json={'created_at': 'Mon Mar 09 15:00:08 +0000 2020', 'id': 1237030416256827394," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 15:00:05 +0000 2020', 'id': 1237030402465976321, 'text': '1. In spite of government efforts to make more COVID-19 tests available to the public
 _json={'created_at': 'Mon Mar 09 15:00:03 +0000 2020', 'id': 1237030395536986117," 'text': ""RT @abdbozkurt: #Russia TV runs footage showing how #Putin made #Turkey's President #Erdogan wait in frustration in Kremlin before greeting…"""
 _json={'created_at': 'Mon Mar 09 15:00:01 +0000 2020', 'id': 1237030387697815552," 'text': ""@ron_humphrey We're sorry for any frustration this may be causing. If you may need any assistance please let us kno… https://t.co/aEHICtMMr7"""
 _json={'created_at': 'Mon Mar 09 15:00:00 +0000 2020', 'id': 1237030383251861505, 'text': '@lnsomnae He continued to watch the survivor his knife by his side
 _json={'created_at': 'Mon Mar 09 14:59:56 +0000 2020', 'id': 1237030366486999041, 'text': '@TimTamSlam87 @MSDNCNews @IzDaTroof @SStinkbombs @imastaah @tadsweetwater @INFAMOUSbillfry @proustmalone… https://t.co/GpyvVkRWmW'
 _json={'created_at': 'Mon Mar 09 14:59:50 +0000 2020', 'id': 1237030340549431297, 'text': 'RT @kiwimemer: There r ppl who try to befriend artists and become frustrated when they dont get free art but true frustration is being frie…'
 _json={'created_at': 'Mon Mar 09 14:59:50 +0000 2020', 'id': 1237030339869995010, 'text': 'RT @TheKhbri_: Chukla is in industry for 10 years! \n\nStill Asim crossed his Insta follower\nStill Asim got big projects\nStill #Asim is nomin…'
 _json={'created_at': 'Mon Mar 09 14:59:46 +0000 2020', 'id': 1237030323910856708," 'text': ""@LucasCccp77 @aaronlnicholson @MrWarrenHayes People clearly care about them if they're voicing frustration with how… https://t.co/thGzn4wMce"""
 _json={'created_at': 'Mon Mar 09 14:59:44 +0000 2020', 'id': 1237030314591092738, 'text': 'RT @TheKhbri_: I am loving it how #Asim is trending on YouTube as well as on Twitter!\n\nAnd just look at Chuklians insecurity &amp; frustration…'
 _json={'created_at': 'Mon Mar 09 14:59:43 +0000 2020', 'id': 1237030311793504256, 'text': 'RT @jayrosen_nyu: Not sure what it will take for journalists to realize that there is no White House in the sense that they have always use…'
 _json={'created_at': 'Mon Mar 09 14:59:40 +0000 2020', 'id': 1237030299139178503," 'text': ""@RF_Pats_Fan We're very sorry for any frustration or inconvenience"
 _json={'created_at': 'Mon Mar 09 14:59:40 +0000 2020', 'id': 1237030295788040193, 'text': 'RT @kiwimemer: There r ppl who try to befriend artists and become frustrated when they dont get free art but true frustration is being frie…'
 _json={'created_at': 'Mon Mar 09 14:59:35 +0000 2020', 'id': 1237030274656948226, 'text': '@AlmaScotsSB @NFCAorg Thank you for your kind words. We had some things out of our control (weather
 _json={'created_at': 'Mon Mar 09 14:59:30 +0000 2020', 'id': 1237030255396864000," 'text': 'RT @MSNBC: ""I\'m battling the mixed messages from the federal government"
 _json={'created_at': 'Mon Mar 09 14:59:24 +0000 2020', 'id': 1237030232160436226, 'text': 'I just had to take my nose ring out for good (or until I can get a stud) because it was getting infected and when I… https://t.co/R4mgTu2zYv'
 _json={'created_at': 'Mon Mar 09 14:59:24 +0000 2020', 'id': 1237030231262801920," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 14:59:17 +0000 2020', 'id': 1237030200065396737, 'text': 'RT @NotDollie: @survivetheark I understand the frustration for those of you who lost babies etc. Rollback poses an inherent risk to player…'
 _json={'created_at': 'Mon Mar 09 14:59:13 +0000 2020', 'id': 1237030183632134144," 'text': ""RT @Queenquotes919: the age 16 "
 _json={'created_at': 'Mon Mar 09 14:59:10 +0000 2020', 'id': 1237030171405717506," 'text': ""•\n\nWhereas before: violence manifested"
 _json={'created_at': 'Mon Mar 09 14:59:09 +0000 2020', 'id': 1237030166414503936, 'text': 'RT @jayrosen_nyu: Not sure what it will take for journalists to realize that there is no White House in the sense that they have always use…'
 _json={'created_at': 'Mon Mar 09 14:59:07 +0000 2020', 'id': 1237030157875019778," 'text': ""I'm mad that you guys are scared to address the elephant in the room; when Kyrie was playing the Nets did NOT run t… https://t.co/ZH78Gle6l8"""
 _json={'created_at': 'Mon Mar 09 14:59:02 +0000 2020', 'id': 1237030140154126336, 'text': 'RESPECTABILITY POLITICS IS THE PINNACLE OF PRIVILEGE. If you are bothered by the anger
 _json={'created_at': 'Mon Mar 09 14:59:01 +0000 2020', 'id': 1237030132306542592," 'text': 'An excellent thread encapsulating the frustration &amp; disappointment that many progressives feel towards Bernie\'s ""mo… https://t.co/JClXFBaR6q'"
 _json={'created_at': 'Mon Mar 09 14:58:55 +0000 2020', 'id': 1237030109808168960, 'text': 'RT @NBCNews: White House officials acknowledge President Trump is not on the same wavelength as his team regarding coronavirus messaging
 _json={'created_at': 'Mon Mar 09 14:58:51 +0000 2020', 'id': 1237030092397821952," 'text': ""RT @abdbozkurt: #Russia TV runs footage showing how #Putin made #Turkey's President #Erdogan wait in frustration in Kremlin before greeting…"""
 _json={'created_at': 'Mon Mar 09 14:58:41 +0000 2020', 'id': 1237030048462286848," 'text': ""RT @abdbozkurt: #Russia TV runs footage showing how #Putin made #Turkey's President #Erdogan wait in frustration in Kremlin before greeting…"""
 _json={'created_at': 'Mon Mar 09 14:58:36 +0000 2020', 'id': 1237030029558779904," 'text': ""RT @abdbozkurt: #Russia TV runs footage showing how #Putin made #Turkey's President #Erdogan wait in frustration in Kremlin before greeting…"""
 _json={'created_at': 'Mon Mar 09 14:58:36 +0000 2020', 'id': 1237030028942233601," 'text': ""RT @MrLekanAdigun: Well"
 _json={'created_at': 'Mon Mar 09 14:58:31 +0000 2020', 'id': 1237030009652445184, 'text': 'RT @kiwimemer: There r ppl who try to befriend artists and become frustrated when they dont get free art but true frustration is being frie…'
 _json={'created_at': 'Mon Mar 09 14:58:27 +0000 2020', 'id': 1237029992606941184, 'text': 'RT @jayrosen_nyu: Not sure what it will take for journalists to realize that there is no White House in the sense that they have always use…'
 _json={'created_at': 'Mon Mar 09 14:58:26 +0000 2020', 'id': 1237029988643160074, 'text': 'RT @kiwimemer: There r ppl who try to befriend artists and become frustrated when they dont get free art but true frustration is being frie…'
 _json={'created_at': 'Mon Mar 09 14:58:26 +0000 2020', 'id': 1237029985766039552, 'text': 'RT @City_Chief: 🗣| Ilkay Gündogan on Bruno Fernandes diving for the free kick: \n\n“There was frustration about the free-kick before the goal…'
 _json={'created_at': 'Mon Mar 09 14:58:24 +0000 2020', 'id': 1237029977884954626," 'text': 'RT @MSNBC: ""I\'m battling the mixed messages from the federal government"
 _json={'created_at': 'Mon Mar 09 14:58:22 +0000 2020', 'id': 1237029971643838464," 'text': ""RT @Itsflora3: 'I DON'T DESERVE THIS!’\n\nRemember the perfect amount of frustration"
 _json={'created_at': 'Mon Mar 09 14:58:14 +0000 2020', 'id': 1237029937007165452, 'text': 'RT @City_Chief: 🗣| Ilkay Gündogan on Bruno Fernandes diving for the free kick: \n\n“There was frustration about the free-kick before the goal…'
 _json={'created_at': 'Mon Mar 09 14:58:12 +0000 2020', 'id': 1237029927205076997," 'text': 'RT @BillKristol: ""White House officials are...frustrated at...Trump\'s consistent bids to downplay the severity of the outbreak.""\nA crazy id…'"
 _json={'created_at': 'Mon Mar 09 14:58:09 +0000 2020', 'id': 1237029913925955584," 'text': ""RT @abdbozkurt: #Russia TV runs footage showing how #Putin made #Turkey's President #Erdogan wait in frustration in Kremlin before greeting…"""
 _json={'created_at': 'Mon Mar 09 14:58:01 +0000 2020', 'id': 1237029880853823488," 'text': ""@jasonintrator Some of the replies here are missing Jason's point. He knows the stakes but understands the frustrat… https://t.co/thfEodeWpU"""
 _json={'created_at': 'Mon Mar 09 14:57:58 +0000 2020', 'id': 1237029869692780544," 'text': ""We Struggle. Over think.Get disappointed most of the times. And that 'Devastation' followed by the Frustration.\n\nRe… https://t.co/VMJFh4Q6Oa"""
 _json={'created_at': 'Mon Mar 09 14:57:57 +0000 2020', 'id': 1237029865460826113, 'text': 'RT @jayrosen_nyu: Not sure what it will take for journalists to realize that there is no White House in the sense that they have always use…'
 _json={'created_at': 'Mon Mar 09 14:57:54 +0000 2020', 'id': 1237029853892767745, 'text': 'RT @drmanishranchi: I have been surprised gladdened by the engagement of Twitter and am thankful to all for the comments supporting the doc…'
 _json={'created_at': 'Mon Mar 09 14:57:49 +0000 2020', 'id': 1237029833890246658," 'text': ""@mystarminhyuk Not your fault"
