Created_at,Tweet id,Text
 _json={'created_at': 'Mon Mar 09 15:06:22 +0000 2020', 'id': 1237031983076827136, 'text': 'RT @marie_osbon: If we’re dating: \n• don’t sleep angry at me \n• Please communicate your feelings daily and clearly • Trust me • Never be af…'
 _json={'created_at': 'Mon Mar 09 15:06:21 +0000 2020', 'id': 1237031980753190913," 'text': ""RT @JavierSOSO_: In Feb I beat up a middle-aged man for the way he touched my niece. He had also said her body “upakile” - to me. She's 11.…"""
 _json={'created_at': 'Mon Mar 09 15:06:21 +0000 2020', 'id': 1237031980660916224, 'text': 'RT @realDonaldTrump: Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his c…'
 _json={'created_at': 'Mon Mar 09 15:06:21 +0000 2020', 'id': 1237031980564393990, 'text': 'RT @marie_osbon: If we’re dating: \n• don’t sleep angry at me \n• Please communicate your feelings daily and clearly • Trust me • Never be af…'
 _json={'created_at': 'Mon Mar 09 15:06:21 +0000 2020', 'id': 1237031979918299142, 'text': '• all of the fucking hard work i put into my reyes is wasted im so fucking angry'
 _json={'created_at': 'Mon Mar 09 15:06:21 +0000 2020', 'id': 1237031977523597312, 'text': 'RT @DemolaRewaju: Sanusi stopped lobbying to save himself at some point - his endgame is still to come and he can only be silenced temporar…'
 _json={'created_at': 'Mon Mar 09 15:06:20 +0000 2020', 'id': 1237031976256901120, 'text': '@MidwinCharles Saw this guy on Joy’s show a few weeks ago
 _json={'created_at': 'Mon Mar 09 15:06:20 +0000 2020', 'id': 1237031975459926017, 'text': 'My Angry Bird (Warning: Eats babies when in Range) https://t.co/i5GEu4CozG'
 _json={'created_at': 'Mon Mar 09 15:06:19 +0000 2020', 'id': 1237031972393734145, 'text': 'RT @marie_osbon: If we’re dating: \n• don’t sleep angry at me \n• Please communicate your feelings daily and clearly • Trust me • Never be af…'
 _json={'created_at': 'Mon Mar 09 15:06:19 +0000 2020', 'id': 1237031970665902085, 'text': 'RT @Dniigro_1: Elrufai has been on CNN for the past 45mins
 _json={'created_at': 'Mon Mar 09 15:06:15 +0000 2020', 'id': 1237031955809611776, 'text': 'RT @realDonaldTrump: Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his c…'
 _json={'created_at': 'Mon Mar 09 15:06:15 +0000 2020', 'id': 1237031954656178177, 'text': 'RT @ryanmichler: My son cried after his 3rd place wrestling finish today. I asked him why.\n\n“I’m angry I didn’t win.”\n\n“Good
 _json={'created_at': 'Mon Mar 09 15:06:15 +0000 2020', 'id': 1237031953502781441, 'text': 'RT @realDonaldTrump: Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his c…'
 _json={'created_at': 'Mon Mar 09 15:06:14 +0000 2020', 'id': 1237031952143785987, 'text': 'RT @PenAbdull: Our Dars on Usool ath-Thalatha continues today in shaa Allaah @angry_ustaaz @_abba_g @Bin__Adam @ak__onee @Man__Alone @Imedi…'
 _json={'created_at': 'Mon Mar 09 15:06:14 +0000 2020', 'id': 1237031950692438017, 'text': 'RT @MonbebeGermany: I´m angry when I read
 _json={'created_at': 'Mon Mar 09 15:06:13 +0000 2020', 'id': 1237031947056054272, 'text': '@GretaThunberg So sad to be your age and angry all the time...'
 _json={'created_at': 'Mon Mar 09 15:06:13 +0000 2020', 'id': 1237031944870715393, 'text': 'RT @realDonaldTrump: Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his c…'
 _json={'created_at': 'Mon Mar 09 15:06:13 +0000 2020', 'id': 1237031944598065152," 'text': ""Victoria Mather's comments.... I don't believe most Brits think this even if some of them are angry  with Meghan. T… https://t.co/rQnw6tmfgm"""
 _json={'created_at': 'Mon Mar 09 15:06:12 +0000 2020', 'id': 1237031943109324801," 'text': ""RT @shoe0nhead: i still cannot believe One Angry Gamer isn't satire https://t.co/OWrSvBvF93"""
 _json={'created_at': 'Mon Mar 09 15:06:12 +0000 2020', 'id': 1237031941494325248, 'text': '@BoykaAlive @drshamamohd School and college students don’t have an angry boss waiting to cut their salaries... they… https://t.co/8eYfpf4FFQ'
 _json={'created_at': 'Mon Mar 09 15:06:12 +0000 2020', 'id': 1237031941330718720, 'text': 'I’m very very angry sumtimes (90% of the time) https://t.co/kwkebxGaEb'
 _json={'created_at': 'Mon Mar 09 15:06:12 +0000 2020', 'id': 1237031941259448321, 'text': 'RT @atensnut: This angry black woman has nothing but hate in her heart....but at least she no longer has the debate questions to sell to th…'
 _json={'created_at': 'Mon Mar 09 15:06:12 +0000 2020', 'id': 1237031940231839744," 'text': 'RT @lovingennoshita: suna calling osamu ""miya"" when he is angry with him'"
 _json={'created_at': 'Mon Mar 09 15:06:11 +0000 2020', 'id': 1237031938172628992, 'text': 'RT @Mufaa6: Everyone been angry as shit lately what’s goin on 😂😂🤣🤣🤣https://t.co/NRujWS8EJh'
 _json={'created_at': 'Mon Mar 09 13:57:51 +0000 2020', 'id': 1237014742650281987, 'text': '@nakrissimo I love #angry users too! The best source of feedback.'
 _json={'created_at': 'Mon Mar 09 13:23:56 +0000 2020', 'id': 1237006204376768512, 'text': 'I try to keep it/pleasant on Twitter; some things/will still anger me #haiku #haikuchallenge #micropoetry #poetry… https://t.co/39sGa9NtlT'
 _json={'created_at': 'Mon Mar 09 13:12:47 +0000 2020', 'id': 1237003397699682305, 'text': 'This is very true. #flow\nHow are you flowing? \nYour energy is blocked if you feel #depressed #angry stuck
 _json={'created_at': 'Mon Mar 09 13:11:49 +0000 2020', 'id': 1237003154782380032, 'text': 'Didn’t sleep at all last night and I left my lunch in the fridge at home. #angry and #annoyed is an understatement'
 _json={'created_at': 'Mon Mar 09 13:10:15 +0000 2020', 'id': 1237002761507651586, 'text': 'RT @ig_royal: serial maniac in a ragged suit
 _json={'created_at': 'Mon Mar 09 12:59:41 +0000 2020', 'id': 1237000104059551744, 'text': 'serial maniac in a ragged suit
 _json={'created_at': 'Mon Mar 09 12:34:30 +0000 2020', 'id': 1236993767065948162," 'text': ""@Facebook @fb_engineering @facebookapp I have been through this with you for a LONG time with MY OWN PROPERTY.. I'm… https://t.co/G8YltW8r1r"""
 _json={'created_at': 'Mon Mar 09 12:31:59 +0000 2020', 'id': 1236993133617065985, 'text': 'RT @Manbeast01: Hey hey 👋 here’s some pissed off #ghostrider 🤘 #marvel enjoy 🤘 .\n.\n\n#art #artistsoninstagram #artist #ink #inkd #skull #fir…'
 _json={'created_at': 'Mon Mar 09 12:15:56 +0000 2020', 'id': 1236989092661022720, 'text': 'Was just about to leave @SkyUK as the broadband was too slow. \nThey upgraded me to superfast broadband which should… https://t.co/wzjrJHebpM'
 _json={'created_at': 'Mon Mar 09 11:09:35 +0000 2020', 'id': 1236972393442217990," 'text': ""RT @The_SHOGBAMU: @MK_Ooracle @femitemade \nKeep this picture a secret 🤫🤫🤭\n#killthe3challenge #angry.\n\nBy the way. If he can't stun in this…"""
 _json={'created_at': 'Mon Mar 09 10:22:09 +0000 2020', 'id': 1236960460148051968, 'text': 'Is It #Good to Sleep When #Angry? https://t.co/ucsGpGjYdz #Good Sleep #Angry'
 _json={'created_at': 'Mon Mar 09 09:10:01 +0000 2020', 'id': 1236942305434591232," 'text': 'RT @waheedkakafsd: When Someone Stop Getting #Angry On\nYou. Its Clear That You Have #Lost Your\nImportance From Their Life..!!""'"
 _json={'created_at': 'Mon Mar 09 08:15:16 +0000 2020', 'id': 1236928526743461891," 'text': ""Monday mornings are the worst aren't they? Share a moan with MoanRantWhine ~ #Rant #Whine #Moan #MoanDay #Angry #FedUp #TweetItOut"""
 _json={'created_at': 'Mon Mar 09 08:11:58 +0000 2020', 'id': 1236927695549849600," 'text': 'RT @waheedkakafsd: When Someone Stop Getting #Angry On\nYou. Its Clear That You Have #Lost Your\nImportance From Their Life..!!""'"
 _json={'created_at': 'Mon Mar 09 07:38:17 +0000 2020', 'id': 1236919218773336064," 'text': ""@MK_Ooracle @femitemade \nKeep this picture a secret 🤫🤫🤭\n#killthe3challenge #angry.\n\nBy the way. If he can't stun in… https://t.co/NqiZiimYBO"""
 _json={'created_at': 'Mon Mar 09 06:27:39 +0000 2020', 'id': 1236901444198023169, 'text': 'RT @Tron_Blade: “Anybody can become angry — that is easy
 _json={'created_at': 'Mon Mar 09 06:10:08 +0000 2020', 'id': 1236897034885627905," 'text': ""I'm being forced/blackmailed into  writing a 'sincere thank you' email to someone I have absolutely ZERO respect or… https://t.co/1I9u367cSR"""
 _json={'created_at': 'Mon Mar 09 05:34:27 +0000 2020', 'id': 1236888056982011904, 'text': 'Anger and its Consequences https://t.co/MBfndu2ei5 #anger #angry'
 _json={'created_at': 'Mon Mar 09 04:52:30 +0000 2020', 'id': 1236877499986071552, 'text': 'RT @JamieAustinYT: Remember when @CourtneyMarieD1 made 100 jokes about Shelbys drug use and lied about SOMEBODYS age to get them into the d…'
 _json={'created_at': 'Mon Mar 09 04:10:16 +0000 2020', 'id': 1236866871757918208, 'text': 'I try to be a calm man
 _json={'created_at': 'Mon Mar 09 04:10:02 +0000 2020', 'id': 1236866811892621312, 'text': '@JamieAustinYT @CourtneyMarieD1 Quick question... These messages are a month old. Why are you still #angry… https://t.co/r6DXQfq2va'
 _json={'created_at': 'Mon Mar 09 03:47:13 +0000 2020', 'id': 1236861068091125760, 'text': 'Remember that #emotions are #contagious. If you allow another #angry person to affect you
 _json={'created_at': 'Mon Mar 09 03:41:17 +0000 2020', 'id': 1236859575791505408, 'text': 'Remember when @CourtneyMarieD1 made 100 jokes about Shelbys drug use and lied about SOMEBODYS age to get them into… https://t.co/ZQHi7HreYX'
 _json={'created_at': 'Mon Mar 09 02:56:07 +0000 2020', 'id': 1236848208904466432, 'text': 'RT @AngelaSpaniak: The #Angry Mob of #MeshMaimed Women that have had our #LivesDestroyed by the #ToxicPlastic in our #Bodies all against #H…'
 _json={'created_at': 'Mon Mar 09 02:54:27 +0000 2020', 'id': 1236847791411888134, 'text': 'If you have ever been a victim
 _json={'created_at': 'Mon Mar 09 02:37:43 +0000 2020', 'id': 1236843578820677632," 'text': ""Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords"""
 _json={'created_at': 'Mon Mar 09 02:14:51 +0000 2020', 'id': 1236837825737297922, 'text': '@kevlav23 @pkells21 Don’t even fucking bother. #angry'
 _json={'created_at': 'Mon Mar 09 02:10:16 +0000 2020', 'id': 1236836672131575808, 'text': '@LevineJonathan 🚨🇺🇸🙄🤔Who on Gods Earth would #Vote for him?! What a #pathetic
 _json={'created_at': 'Mon Mar 09 01:55:17 +0000 2020', 'id': 1236832899086848001, 'text': 'SSDD.  Fix your buggy shit @SLEDGEHAMMERGAMES @activision!!  #angry #PS4share\nhttps://t.co/u3yAI8v14x'
 _json={'created_at': 'Mon Mar 09 01:53:47 +0000 2020', 'id': 1236832523503763456, 'text': 'Hey hey 👋 here’s some pissed off #ghostrider 🤘 #marvel enjoy 🤘 .\n.\n\n#art #artistsoninstagram #artist #ink #inkd… https://t.co/E9cRgBXSDb'
 _json={'created_at': 'Mon Mar 09 00:11:05 +0000 2020', 'id': 1236806678848339974, 'text': 'Wow
 _json={'created_at': 'Mon Mar 09 00:09:02 +0000 2020', 'id': 1236806164194582528, 'text': 'RT @TheTwinPowers: Getting #angry or #frustrated provides two opportunities: resolve the problem at hand and clear past #issues. \n\n.\n\n#grow…'
 _json={'created_at': 'Sun Mar 08 23:37:07 +0000 2020', 'id': 1236798131355955200, 'text': 'I am angry and disappointed that @realjoeswash won @dancingonice. @perrikiely was robbed. What a fix 😡😡😡\n\n#angry #fix'
 _json={'created_at': 'Sun Mar 08 23:05:11 +0000 2020', 'id': 1236790093567922182, 'text': '#Gachalife #gacha #angry #shipping #ruin #gachagirl\nWhen a gachatuber ruin your gay ship: https://t.co/po3l25G0Yy'
 _json={'created_at': 'Sun Mar 08 23:03:24 +0000 2020', 'id': 1236789643573518336, 'text': 'Sneak preview of WooTapes Vol 3 👀 #beats #hip hop #dark #angry #youthedonsman https://t.co/Oq7VHtoJj2'
 _json={'created_at': 'Sun Mar 08 23:00:16 +0000 2020', 'id': 1236788857263226881, 'text': 'RT @SpencerKarter: https://t.co/sbqqQhGyLL #Angry #Message to @SusanWojcicki
 _json={'created_at': 'Sun Mar 08 22:52:08 +0000 2020', 'id': 1236786809297756160, 'text': 'Getting #angry or #frustrated provides two opportunities: resolve the problem at hand and clear past #issues. \n\n.… https://t.co/WkPKZMfYTJ'
 _json={'created_at': 'Sun Mar 08 22:50:17 +0000 2020', 'id': 1236786342572498944, 'text': 'If you drive slower than the person behind you in the fast lane for ANY reason
 _json={'created_at': 'Sun Mar 08 22:10:33 +0000 2020', 'id': 1236776343746027522, 'text': 'RT @SpencerKarter: https://t.co/sbqqQhGyLL #Angry #Message to @SusanWojcicki
 _json={'created_at': 'Sun Mar 08 21:26:20 +0000 2020', 'id': 1236765219101294594, 'text': 'RT @SpencerKarter: https://t.co/sbqqQhGyLL #Angry #Message to @SusanWojcicki
 _json={'created_at': 'Sun Mar 08 21:24:31 +0000 2020', 'id': 1236764761666306049, 'text': 'Maul Candy \n\nMaul rediscovers life. #darthmaul #darth #raypark #phantommenace #starwars #ThePhantomMenace… https://t.co/cxHBASei2r'
 _json={'created_at': 'Sun Mar 08 21:13:52 +0000 2020', 'id': 1236762080574951427," 'text': ""dear #humans of the #world. we all got shit to deal with. it's easy to get #angry at others. it happens.\n\n#please b… https://t.co/65KWDiY0KW"""
 _json={'created_at': 'Sun Mar 08 21:04:25 +0000 2020', 'id': 1236759702400159744, 'text': 'RT @Freedom4Horses: And who secured the $21 million for this mass roundup plan? ---&gt; @HumaneSociety @ASPCA @ReturnToFreedom and @BeltwayBee…'
 _json={'created_at': 'Sun Mar 08 21:00:24 +0000 2020', 'id': 1236758689740206093, 'text': 'https://t.co/sbqqQhGyLL #Angry #Message to @SusanWojcicki
 _json={'created_at': 'Sun Mar 08 20:19:01 +0000 2020', 'id': 1236748276340346881, 'text': 'FREE RECOVER DOC/FILM FOR ALL! (Stream FREE RIGHT NOW!on our website
 _json={'created_at': 'Sun Mar 08 20:14:27 +0000 2020', 'id': 1236747128833105920, 'text': '@donnabrazile you know who you are? #Angry why are you always yelling and pointing your fingers? https://t.co/uPCfvURF1P'
 _json={'created_at': 'Sun Mar 08 19:27:30 +0000 2020', 'id': 1236735311415111680, 'text': 'Was just verbally attacked by a small group of Caucasian’s at a farmer’s market...I had to sit there and take it be… https://t.co/gC3hZjJ2rS'
 _json={'created_at': 'Sun Mar 08 19:17:26 +0000 2020', 'id': 1236732778571542536, 'text': 'Maara Oshili neh
 _json={'created_at': 'Sun Mar 08 18:58:31 +0000 2020', 'id': 1236728019881992194, 'text': 'RT @MK_Ooracle: Can you look stunning in 3 different Attires?? Mix pictures of you in Native
 _json={'created_at': 'Mon Mar 09 13:57:51 +0000 2020', 'id': 1237014742650281987, 'text': '@nakrissimo I love #angry users too! The best source of feedback.'
 _json={'created_at': 'Mon Mar 09 13:23:56 +0000 2020', 'id': 1237006204376768512, 'text': 'I try to keep it/pleasant on Twitter; some things/will still anger me #haiku #haikuchallenge #micropoetry #poetry… https://t.co/39sGa9NtlT'
 _json={'created_at': 'Mon Mar 09 13:12:47 +0000 2020', 'id': 1237003397699682305, 'text': 'This is very true. #flow\nHow are you flowing? \nYour energy is blocked if you feel #depressed #angry stuck
 _json={'created_at': 'Mon Mar 09 13:11:49 +0000 2020', 'id': 1237003154782380032, 'text': 'Didn’t sleep at all last night and I left my lunch in the fridge at home. #angry and #annoyed is an understatement'
 _json={'created_at': 'Mon Mar 09 13:10:15 +0000 2020', 'id': 1237002761507651586, 'text': 'RT @ig_royal: serial maniac in a ragged suit
 _json={'created_at': 'Mon Mar 09 12:59:41 +0000 2020', 'id': 1237000104059551744, 'text': 'serial maniac in a ragged suit
 _json={'created_at': 'Mon Mar 09 12:34:30 +0000 2020', 'id': 1236993767065948162," 'text': ""@Facebook @fb_engineering @facebookapp I have been through this with you for a LONG time with MY OWN PROPERTY.. I'm… https://t.co/G8YltW8r1r"""
 _json={'created_at': 'Mon Mar 09 12:31:59 +0000 2020', 'id': 1236993133617065985, 'text': 'RT @Manbeast01: Hey hey 👋 here’s some pissed off #ghostrider 🤘 #marvel enjoy 🤘 .\n.\n\n#art #artistsoninstagram #artist #ink #inkd #skull #fir…'
 _json={'created_at': 'Mon Mar 09 12:15:56 +0000 2020', 'id': 1236989092661022720, 'text': 'Was just about to leave @SkyUK as the broadband was too slow. \nThey upgraded me to superfast broadband which should… https://t.co/wzjrJHebpM'
 _json={'created_at': 'Mon Mar 09 11:09:35 +0000 2020', 'id': 1236972393442217990," 'text': ""RT @The_SHOGBAMU: @MK_Ooracle @femitemade \nKeep this picture a secret 🤫🤫🤭\n#killthe3challenge #angry.\n\nBy the way. If he can't stun in this…"""
 _json={'created_at': 'Mon Mar 09 10:22:09 +0000 2020', 'id': 1236960460148051968, 'text': 'Is It #Good to Sleep When #Angry? https://t.co/ucsGpGjYdz #Good Sleep #Angry'
 _json={'created_at': 'Mon Mar 09 09:10:01 +0000 2020', 'id': 1236942305434591232," 'text': 'RT @waheedkakafsd: When Someone Stop Getting #Angry On\nYou. Its Clear That You Have #Lost Your\nImportance From Their Life..!!""'"
 _json={'created_at': 'Mon Mar 09 08:15:16 +0000 2020', 'id': 1236928526743461891," 'text': ""Monday mornings are the worst aren't they? Share a moan with MoanRantWhine ~ #Rant #Whine #Moan #MoanDay #Angry #FedUp #TweetItOut"""
 _json={'created_at': 'Mon Mar 09 08:11:58 +0000 2020', 'id': 1236927695549849600," 'text': 'RT @waheedkakafsd: When Someone Stop Getting #Angry On\nYou. Its Clear That You Have #Lost Your\nImportance From Their Life..!!""'"
 _json={'created_at': 'Mon Mar 09 07:38:17 +0000 2020', 'id': 1236919218773336064," 'text': ""@MK_Ooracle @femitemade \nKeep this picture a secret 🤫🤫🤭\n#killthe3challenge #angry.\n\nBy the way. If he can't stun in… https://t.co/NqiZiimYBO"""
 _json={'created_at': 'Mon Mar 09 06:27:39 +0000 2020', 'id': 1236901444198023169, 'text': 'RT @Tron_Blade: “Anybody can become angry — that is easy
 _json={'created_at': 'Mon Mar 09 06:10:08 +0000 2020', 'id': 1236897034885627905," 'text': ""I'm being forced/blackmailed into  writing a 'sincere thank you' email to someone I have absolutely ZERO respect or… https://t.co/1I9u367cSR"""
 _json={'created_at': 'Mon Mar 09 05:34:27 +0000 2020', 'id': 1236888056982011904, 'text': 'Anger and its Consequences https://t.co/MBfndu2ei5 #anger #angry'
 _json={'created_at': 'Mon Mar 09 04:52:30 +0000 2020', 'id': 1236877499986071552, 'text': 'RT @JamieAustinYT: Remember when @CourtneyMarieD1 made 100 jokes about Shelbys drug use and lied about SOMEBODYS age to get them into the d…'
 _json={'created_at': 'Mon Mar 09 04:10:16 +0000 2020', 'id': 1236866871757918208, 'text': 'I try to be a calm man
 _json={'created_at': 'Mon Mar 09 04:10:02 +0000 2020', 'id': 1236866811892621312, 'text': '@JamieAustinYT @CourtneyMarieD1 Quick question... These messages are a month old. Why are you still #angry… https://t.co/r6DXQfq2va'
 _json={'created_at': 'Mon Mar 09 03:47:13 +0000 2020', 'id': 1236861068091125760, 'text': 'Remember that #emotions are #contagious. If you allow another #angry person to affect you
 _json={'created_at': 'Mon Mar 09 03:41:17 +0000 2020', 'id': 1236859575791505408, 'text': 'Remember when @CourtneyMarieD1 made 100 jokes about Shelbys drug use and lied about SOMEBODYS age to get them into… https://t.co/ZQHi7HreYX'
 _json={'created_at': 'Mon Mar 09 02:56:07 +0000 2020', 'id': 1236848208904466432, 'text': 'RT @AngelaSpaniak: The #Angry Mob of #MeshMaimed Women that have had our #LivesDestroyed by the #ToxicPlastic in our #Bodies all against #H…'
 _json={'created_at': 'Mon Mar 09 02:54:27 +0000 2020', 'id': 1236847791411888134, 'text': 'If you have ever been a victim
 _json={'created_at': 'Mon Mar 09 02:37:43 +0000 2020', 'id': 1236843578820677632," 'text': ""Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords"""
 _json={'created_at': 'Mon Mar 09 02:14:51 +0000 2020', 'id': 1236837825737297922, 'text': '@kevlav23 @pkells21 Don’t even fucking bother. #angry'
 _json={'created_at': 'Mon Mar 09 02:10:16 +0000 2020', 'id': 1236836672131575808, 'text': '@LevineJonathan 🚨🇺🇸🙄🤔Who on Gods Earth would #Vote for him?! What a #pathetic
 _json={'created_at': 'Mon Mar 09 01:55:17 +0000 2020', 'id': 1236832899086848001, 'text': 'SSDD.  Fix your buggy shit @SLEDGEHAMMERGAMES @activision!!  #angry #PS4share\nhttps://t.co/u3yAI8v14x'
 _json={'created_at': 'Mon Mar 09 01:53:47 +0000 2020', 'id': 1236832523503763456, 'text': 'Hey hey 👋 here’s some pissed off #ghostrider 🤘 #marvel enjoy 🤘 .\n.\n\n#art #artistsoninstagram #artist #ink #inkd… https://t.co/E9cRgBXSDb'
 _json={'created_at': 'Mon Mar 09 00:11:05 +0000 2020', 'id': 1236806678848339974, 'text': 'Wow
 _json={'created_at': 'Mon Mar 09 00:09:02 +0000 2020', 'id': 1236806164194582528, 'text': 'RT @TheTwinPowers: Getting #angry or #frustrated provides two opportunities: resolve the problem at hand and clear past #issues. \n\n.\n\n#grow…'
 _json={'created_at': 'Sun Mar 08 23:37:07 +0000 2020', 'id': 1236798131355955200, 'text': 'I am angry and disappointed that @realjoeswash won @dancingonice. @perrikiely was robbed. What a fix 😡😡😡\n\n#angry #fix'
 _json={'created_at': 'Sun Mar 08 23:05:11 +0000 2020', 'id': 1236790093567922182, 'text': '#Gachalife #gacha #angry #shipping #ruin #gachagirl\nWhen a gachatuber ruin your gay ship: https://t.co/po3l25G0Yy'
 _json={'created_at': 'Sun Mar 08 23:03:24 +0000 2020', 'id': 1236789643573518336, 'text': 'Sneak preview of WooTapes Vol 3 👀 #beats #hip hop #dark #angry #youthedonsman https://t.co/Oq7VHtoJj2'
 _json={'created_at': 'Sun Mar 08 23:00:16 +0000 2020', 'id': 1236788857263226881, 'text': 'RT @SpencerKarter: https://t.co/sbqqQhGyLL #Angry #Message to @SusanWojcicki
